Text,Handle,Time Created,Location
@JonFetherstonMA .@CharlieBakerMA should put @jay4ma in charge of the commuter rail.  Let him back up his big mouth from the campaign trail.  #mapoli #mbta,TruthIsTruth000,2018-12-04 10:36:18,
"Hot take: “child care for all” was a better part of @jay4ma platform than shiny new trains but other than the lit, I didn’t see much mention of it (and I was a volunteer)",SouthShoreJosh,2018-11-29 14:57:02,"Massachusetts, USA"
RT @AcademicWorker: @ScamwellTarley @megansarahj Today I'm angry at every democrat that didn't support @jay4ma. But I've been angry about t…,Othemts,2018-11-27 15:23:39,"Jamaica Plain, MA"
"@AcademicWorker @megansarahj @jay4ma @RepRichardNeal just this morning said Charlie was doing a good job so believe me, we'll be hearing Democrats do this dance until end of January.",ScamwellTarley,2018-11-27 15:19:25,More Well Known Than @Marty_Walsh Beyond I-95
@ScamwellTarley @megansarahj Today I'm angry at every democrat that didn't support @jay4ma. But I've been angry about that for a couple of months now.,AcademicWorker,2018-11-27 15:12:10,boston + somerville
