Text,Handle,Time Created,Location
RT @MWelintukonis: We as Americans will not agree with every policy or ideas but I’m sure that we can all agree that life is short.  Rest I…,wesbrown8686,2018-12-02 06:01:44,"Lubbock, TX"
RT @MWelintukonis: We as Americans will not agree with every policy or ideas but I’m sure that we can all agree that life is short.  Rest I…,DonliskDon,2018-12-01 18:59:11,USA
We as Americans will not agree with every policy or ideas but I’m sure that we can all agree that life is short.  Rest In Peace President #GeorgeHWBush You will always be remembered for your service to our Nation! https://t.co/TgNbbyghuf,MWelintukonis,2018-12-01 15:00:13,Connecticut
